workerid,proliferate.condition,big_filler,cond,instruction,loc_big_filler,loc_contrast,loc_small_filler,loc_target_pic,pragContext,response,response_times,small_filler,target_contrast_bad,target_contrast_good,target_pic,trial,trialID,trialType,trial_number,utterance_type,error
10,condition1,jetski_big.jpg,contrast_control,Click on the sneaker,.loc1,.loc3,.loc2,.loc4,good,"['loc1', 'loc4']","[469, 1356]",jetski_small.jpg,sneaker_big.jpg,orangephone_big.jpg,sneaker_small.jpg,198,filler78,filler,88,unmodified,
10,condition1,laptop_big.jpg,no_contrast,Click on the big starfish,.loc3,.loc1,.loc2,.loc4,good,"['loc4', 'loc2', 'loc4']","[512, 2460, 3098]",toyoctopus_small.jpg,bottle_small.jpg,bottle_small.jpg,starfish_big.jpg,35,test35,test,89,modified,
10,condition1,partyhat_big.jpg,no_contrast,Click on the vase,.loc4,.loc2,.loc1,.loc3,good,"['loc4', 'loc3']","[474, 1510]",burger_small.jpg,vase_big.jpg,suit_big.jpg,vase_small.jpg,113,train73,train,90,unmodified,
10,condition1,leatherman_purple.jpg,semantic_control,Click on the ovenmit,.loc4,.loc2,.loc3,.loc1,good,"['loc1', 'loc1']","[926, 2124]",leatherman_yellow.jpg,ovenmit_small.jpg,rockclimbingshoe_small.jpg,ovenmit_big.jpg,297,filler177,filler,91,unmodified,
10,condition1,rollingpin_big.jpg,contrast,Click on the small spaceship,.loc4,.loc3,.loc1,.loc2,good,"['loc1', 'loc2', 'loc2']","[561, 1657, 2064]",grill_small.jpg,fishbowl_big.jpg,spaceship_big.jpg,spaceship_small.jpg,46,train6,train,92,modified,
10,condition1,neckpillow_pink.jpg,semantic_control,Click on the bowlingball,.loc1,.loc3,.loc2,.loc4,good,"['loc2', 'loc4']","[481, 1469]",neckpillow_purple.jpg,bowlingball_big.jpg,helicopter_big.jpg,bowlingball_small.jpg,266,filler146,filler,93,unmodified,
10,condition1,windmill_big.jpg,contrast_control,Click on the kiwi,.loc4,.loc2,.loc1,.loc3,good,"['loc4', 'loc3']","[484, 1386]",windmill_small.jpg,kiwi_small.jpg,tote_small.jpg,kiwi_big.jpg,239,filler119,filler,94,unmodified,
10,condition1,speaker_big.jpg,contrast,Click on the small cookie,.loc3,.loc4,.loc1,.loc2,good,"['loc3', 'loc2', 'loc2']","[468, 1419, 1791]",teapot_small.jpg,cookie_big.jpg,cookie_big.jpg,cookie_small.jpg,4,test4,test,95,modified,
10,condition1,pearls_big.jpg,contrast_control,Click on the trophy,.loc4,.loc1,.loc3,.loc2,good,"['loc2', 'loc2']","[451, 1308]",pearls_small.jpg,trophy_big.jpg,toyfarm_big.jpg,trophy_small.jpg,190,filler70,filler,96,unmodified,
10,condition1,iguana_big.jpg,contrast,Click on the big ball,.loc3,.loc4,.loc1,.loc2,good,"['loc2', 'loc2', 'loc2']","[435, 997, 1409]",lime_small.jpg,ball_small.jpg,ball_small.jpg,ball_big.jpg,14,test14,test,97,modified,
10,condition1,watercooler_big.jpg,semantic_contrast,Click on the blue balloon,.loc4,.loc3,.loc1,.loc2,good,"['loc2', 'loc2', 'loc2']","[538, 1472, 1868]",huntingvest_small.jpg,treasurechest.jpg,balloon_red.jpg,balloon_blue.jpg,126,filler6,filler,98,modified,
10,condition1,toydrill_big.jpg,semantic_contrast,Click on the strawberry icecream,.loc4,.loc1,.loc3,.loc2,good,"['loc2', 'loc2', 'loc2']","[490, 1440, 1815]",headlights_small.jpg,seagull.jpg,icecream_vanilla.jpg,icecream_strawberry.jpg,122,filler2,filler,99,modified,
10,condition1,faucet_big.jpg,contrast_control,Click on the recliner,.loc2,.loc4,.loc1,.loc3,good,"['loc2', 'loc3']","[459, 1759]",faucet_small.jpg,recliner_big.jpg,shapestoy_big.jpg,recliner_small.jpg,192,filler72,filler,100,unmodified,
10,condition1,jacket_big.jpg,no_contrast,Click on the comb,.loc1,.loc2,.loc4,.loc3,good,"['loc3', 'loc3']","[530, 1338]",bowlingball_small.jpg,comb_small.jpg,spaceship_small.jpg,comb_big.jpg,86,train46,train,101,unmodified,
10,condition1,chick_big.jpg,contrast_control,Click on the helmet,.loc3,.loc2,.loc1,.loc4,good,"['loc3', 'loc4']","[677, 1853]",chick_small.jpg,helmet_small.jpg,cables_small.jpg,helmet_big.jpg,185,filler65,filler,102,unmodified,
10,condition1,musicsheet_big.jpg,no_contrast,Click on the blackberry,.loc1,.loc4,.loc3,.loc2,good,"['loc2', 'loc2']","[684, 1379]",tote_small.jpg,blackberry_big.jpg,hammock_big.jpg,blackberry_small.jpg,119,train79,train,103,unmodified,
10,condition1,bikewithbasket_big.jpg,semantic_contrast,Click on the metal sink,.loc3,.loc1,.loc2,.loc4,good,"['loc2', 'loc4', 'loc4']","[560, 1649, 2047]",ladle_small.jpg,flowerpot.jpg,sink_porcelain.jpg,sink_metal.jpg,136,filler16,filler,104,modified,
10,condition1,sleepingbag_plaid.jpg,semantic_control,Click on the partyhat,.loc3,.loc1,.loc4,.loc2,good,"['loc4', 'loc2']","[552, 1634]",sleepingbag_blue.jpg,partyhat_small.jpg,kooshball_small.jpg,partyhat_big.jpg,293,filler173,filler,105,unmodified,
10,condition1,parfait_stemglass.jpg,semantic_control,Click on the eggs,.loc3,.loc4,.loc2,.loc1,good,"['loc2', 'loc1']","[288, 1340]",parfait_cup.jpg,eggs_big.jpg,pinata_big.jpg,eggs_small.jpg,242,filler122,filler,106,unmodified,
10,condition1,filingcabinet_black.jpg,semantic_control,Click on the bananas,.loc4,.loc2,.loc1,.loc3,good,"['loc1', 'loc3']","[474, 1540]",filingcabinet_gray.jpg,bananas_small.jpg,nailpolish_small.jpg,bananas_big.jpg,271,filler151,filler,107,unmodified,
10,condition1,birdhouse_onstand.jpg,semantic_control,Click on the musicsheet,.loc2,.loc4,.loc1,.loc3,good,"['loc3', 'loc3']","[699, 1727]",birdhouse_plain.jpg,musicsheet_small.jpg,screw_small.jpg,musicsheet_big.jpg,299,filler179,filler,108,unmodified,
10,condition1,sewingmachine_big.jpg,contrast_control,Click on the nest,.loc3,.loc4,.loc2,.loc1,good,"['loc3', 'loc1']","[568, 1706]",sewingmachine_small.jpg,nest_big.jpg,victrola_big.jpg,nest_small.jpg,206,filler86,filler,109,unmodified,
10,condition1,wheelchair_big.jpg,contrast_control,Click on the stoplight,.loc3,.loc2,.loc4,.loc1,good,"['loc1', 'loc1']","[326, 1206]",wheelchair_small.jpg,stoplight_big.jpg,chess_big.jpg,stoplight_small.jpg,224,filler104,filler,110,unmodified,
10,condition1,swan_big.jpg,no_contrast,Click on the tie,.loc1,.loc3,.loc2,.loc4,good,"['loc1', 'loc4']","[428, 1347]",cougar_small.jpg,tie_big.jpg,mushroom_big.jpg,tie_small.jpg,105,train65,train,111,unmodified,
10,condition1,harmonica_big.jpg,no_contrast,Click on the screen,.loc3,.loc4,.loc2,.loc1,good,"['loc4', 'loc1']","[624, 1503]",peanut_small.jpg,screen_small.jpg,necklace_small.jpg,screen_big.jpg,112,train72,train,112,unmodified,
10,condition1,scooter_big.jpg,semantic_contrast,Click on the pink cooler,.loc2,.loc1,.loc4,.loc3,good,"['loc1', 'loc3', 'loc3']","[560, 1346, 1782]",pepperoni_small.jpg,rainboots.jpg,cooler_blue.jpg,cooler_pink.jpg,154,filler34,filler,113,modified,
10,condition1,chick_big.jpg,no_contrast,Click on the bowlingpin,.loc2,.loc4,.loc1,.loc3,good,"['loc2', 'loc3']","[801, 2608]",raspberry_small.jpg,bowlingpin_small.jpg,eagle_small.jpg,bowlingpin_big.jpg,110,train70,train,114,unmodified,
10,condition1,croissant_big.jpg,no_contrast,Click on the shark,.loc2,.loc3,.loc4,.loc1,good,"['loc3', 'loc1']","[576, 1386]",waffle_small.jpg,shark_small.jpg,domino_small.jpg,shark_big.jpg,102,train62,train,115,unmodified,
10,condition1,muffin_big.jpg,contrast,Click on the big corn,.loc3,.loc1,.loc4,.loc2,good,"['loc1', 'loc2', 'loc2']","[544, 1339, 1712]",lacrosse_small.jpg,corn_small.jpg,corn_small.jpg,corn_big.jpg,3,test3,test,116,modified,
10,condition1,babyswing_big.jpg,semantic_contrast,Click on the green bellpeppers,.loc4,.loc3,.loc2,.loc1,good,"['loc2', 'loc1', 'loc1']","[614, 1541, 2467]",redkettle_small.jpg,dogbones.jpg,bellpeppers_red.jpg,bellpeppers_green.jpg,131,filler11,filler,117,modified,
10,condition1,phone_antique.jpg,semantic_control,Click on the chocolatebar,.loc1,.loc2,.loc4,.loc3,good,"['loc1', 'loc3']","[646, 2826]",phone_modern.jpg,chocolatebar_big.jpg,scooter_big.jpg,chocolatebar_small.jpg,274,filler154,filler,118,unmodified,
10,condition1,typewriter_old.jpg,semantic_control,Click on the peanut,.loc4,.loc3,.loc2,.loc1,good,"['loc3', 'loc1']","[684, 2148]",typewriter_modern.jpg,peanut_big.jpg,birdcage_big.jpg,peanut_small.jpg,292,filler172,filler,119,unmodified,
10,condition1,tambourine_big.jpg,contrast,Click on the small domino,.loc2,.loc1,.loc4,.loc3,good,"['loc1', 'loc3', 'loc3']","[694, 1790, 2382]",eggs_small.jpg,peeler_big.jpg,domino_big.jpg,domino_small.jpg,62,train22,train,120,modified,
10,condition1,shield_big.jpg,semantic_contrast,Click on the convertible car,.loc3,.loc2,.loc1,.loc4,good,"['loc2', 'loc4', 'loc4']","[3138, 5808, 6243]",plum_small.jpg,pocketwatch.jpg,car_sedan.jpg,car_convertible.jpg,158,filler38,filler,121,modified,
10,condition1,tennisball_big.jpg,contrast_control,Click on the lion,.loc1,.loc4,.loc2,.loc3,good,"['loc1', 'loc3']","[966, 2218]",tennisball_small.jpg,lion_big.jpg,harmonica_big.jpg,lion_small.jpg,240,filler120,filler,122,unmodified,
10,condition1,caterpillar_big.jpg,contrast,Click on the big door,.loc4,.loc3,.loc2,.loc1,good,"['loc3', 'loc1', 'loc1']","[522, 1144, 1572]",globe_small.jpg,soccerball_small.jpg,door_small.jpg,door_big.jpg,49,train9,train,123,modified,
10,condition1,champagne_big.jpg,contrast,Click on the big yarn,.loc3,.loc4,.loc1,.loc2,good,"['loc1', 'loc2', 'loc2']","[492, 1176, 1550]",babycup_small.jpg,walkietalkie_small.jpg,yarn_small.jpg,yarn_big.jpg,67,train27,train,124,modified,
10,condition1,spring_big.jpg,semantic_contrast,Click on the rubber duck,.loc3,.loc1,.loc4,.loc2,good,"['loc2', 'loc2', 'loc2']","[477, 1822, 2196]",parsley_small.jpg,nailclippers.jpg,duck_plush.jpg,duck_rubber.jpg,152,filler32,filler,125,modified,
10,condition1,saltpepper_big.jpg,semantic_contrast,Click on the red pin,.loc2,.loc3,.loc4,.loc1,good,"['loc2', 'loc1', 'loc1']","[576, 1416, 2124]",pitabread_small.jpg,orca.jpg,pin_yellow.jpg,pin_red.jpg,153,filler33,filler,126,modified,
10,condition1,payphone_big.jpg,semantic_contrast,Click on the red apple,.loc2,.loc4,.loc1,.loc3,good,"['loc2', 'loc1', 'loc3']","[724, 1496, 1916]",saddle_small.jpg,scale.jpg,apple_green.jpg,apple_red.jpg,166,filler46,filler,127,modified,
10,condition1,bill_big.jpg,no_contrast,Click on the big camera,.loc3,.loc4,.loc1,.loc2,good,"['loc3', 'loc2', 'loc2']","[1214, 1962, 2473]",wheelchair_small.jpg,flower_small.jpg,flower_small.jpg,camera_big.jpg,33,test33,test,128,modified,
10,condition1,coconut_big.jpg,contrast_control,Click on the piano,.loc4,.loc1,.loc2,.loc3,good,"['loc2', 'loc3']","[538, 1549]",coconut_small.jpg,piano_small.jpg,paperclips_small.jpg,piano_big.jpg,187,filler67,filler,129,unmodified,
10,condition1,chips_single.jpg,semantic_control,Click on the window,.loc1,.loc4,.loc2,.loc3,good,"['loc3', 'loc3']","[436, 1698]",chips_multiple.jpg,window_small.jpg,saddle_small.jpg,window_big.jpg,281,filler161,filler,130,unmodified,
10,condition1,spoon_big.jpg,contrast,Click on the big pool,.loc1,.loc4,.loc3,.loc2,good,"['loc2', 'loc2', 'loc2']","[1361, 1898, 2296]",cookiecutter_small.jpg,clover_small.jpg,pool_small.jpg,pool_big.jpg,75,train35,train,131,modified,
10,condition1,frog_big.jpg,contrast_control,Click on the lime,.loc2,.loc4,.loc1,.loc3,good,"['loc2', 'loc3']","[551, 1681]",frog_small.jpg,lime_big.jpg,milkshake_big.jpg,lime_small.jpg,194,filler74,filler,132,unmodified,
10,condition1,computermouse_big.jpg,semantic_contrast,Click on the yellow highlighter,.loc2,.loc1,.loc3,.loc4,good,"['loc1', 'loc4', 'loc4']","[716, 1688, 2046]",persianrug_small.jpg,picnictable.jpg,highlighter_pink.jpg,highlighter_yellow.jpg,156,filler36,filler,133,modified,
10,condition1,pineapple_big.jpg,contrast_control,Click on the cork,.loc4,.loc3,.loc2,.loc1,good,"['loc1', 'loc1']","[958, 2250]",pineapple_small.jpg,cork_small.jpg,toolbox_small.jpg,cork_big.jpg,201,filler81,filler,134,unmodified,
10,condition1,chess_big.jpg,contrast,Click on the small football,.loc1,.loc4,.loc2,.loc3,good,"['loc1', 'loc2', 'loc3']","[514, 1215, 1994]",scrunchie_small.jpg,bib_big.jpg,football_big.jpg,football_small.jpg,80,train40,train,135,modified,
10,condition1,seal_red.jpg,semantic_control,Click on the motorcycle,.loc4,.loc1,.loc2,.loc3,good,"['loc2', 'loc3']","[1095, 2263]",seal_green.jpg,motorcycle_big.jpg,fortunecookie_big.jpg,motorcycle_small.jpg,264,filler144,filler,136,unmodified,
10,condition1,chips_stacked.jpg,semantic_control,Click on the cinnamonroll,.loc2,.loc4,.loc1,.loc3,good,"['loc2', 'loc3']","[974, 1978]",chips_strewn.jpg,cinnamonroll_small.jpg,corndog_small.jpg,cinnamonroll_big.jpg,273,filler153,filler,137,unmodified,
10,condition1,alligator_big.jpg,contrast_control,Click on the bed,.loc3,.loc4,.loc2,.loc1,good,"['loc3', 'loc1']","[576, 1698]",alligator_small.jpg,bed_big.jpg,coral_big.jpg,bed_small.jpg,228,filler108,filler,138,unmodified,
10,condition1,spraybottle_orange.jpg,semantic_control,Click on the kazoo,.loc2,.loc3,.loc4,.loc1,good,"['loc1', 'loc1']","[608, 1572]",spraybottle_blue.jpg,kazoo_big.jpg,babyswing_big.jpg,kazoo_small.jpg,252,filler132,filler,139,unmodified,
10,condition1,carseat_big.jpg,contrast_control,Click on the flag,.loc3,.loc2,.loc4,.loc1,good,"['loc1', 'loc1']","[436, 2250]",carseat_small.jpg,flag_big.jpg,pooltable_big.jpg,flag_small.jpg,218,filler98,filler,140,unmodified,
10,condition1,dinosaur_big.jpg,contrast,Click on the big dog,.loc4,.loc1,.loc2,.loc3,good,"['loc1', 'loc3', 'loc3']","[474, 2498, 2974]",palette_small.jpg,dog_small.jpg,dog_small.jpg,dog_big.jpg,11,test11,test,141,modified,
10,condition1,gardeningpail_big.jpg,no_contrast,Click on the garbagebin,.loc4,.loc1,.loc2,.loc3,good,"['loc3', 'loc3']","[552, 2670]",tank_small.jpg,garbagebin_small.jpg,saw_small.jpg,garbagebin_big.jpg,90,train50,train,142,unmodified,
10,condition1,bagpipes_big.jpg,no_contrast,Click on the small bell,.loc3,.loc2,.loc1,.loc4,good,"['loc3', 'loc3', 'loc4']","[528, 1962, 2995]",microphone_small.jpg,ribbon_big.jpg,ribbon_big.jpg,bell_small.jpg,40,test40,test,143,modified,
10,condition1,pacifier_red.jpg,semantic_control,Click on the cucumber,.loc3,.loc4,.loc2,.loc1,good,"['loc4', 'loc1']","[624, 1752]",pacifier_blue.jpg,cucumber_small.jpg,joystick_small.jpg,cucumber_big.jpg,249,filler129,filler,144,unmodified,
10,condition1,noisemaker_purple.jpg,semantic_control,Click on the swan,.loc2,.loc3,.loc4,.loc1,good,"['loc1', 'loc1']","[490, 1090]",noisemaker_green.jpg,swan_small.jpg,skirt_small.jpg,swan_big.jpg,285,filler165,filler,145,unmodified,
10,condition1,sandwich_big.jpg,contrast,Click on the small camel,.loc3,.loc1,.loc2,.loc4,good,"['loc1', 'loc4', 'loc4']","[506, 1518, 1893]",castle_small.jpg,lacrosse_big.jpg,camel_big.jpg,camel_small.jpg,66,train26,train,146,modified,
10,condition1,duster_pink.jpg,semantic_control,Click on the gumballmachine,.loc2,.loc1,.loc3,.loc4,good,"['loc4', 'loc4']","[489, 1789]",duster_turquoise.jpg,gumballmachine_small.jpg,paintroller_small.jpg,gumballmachine_big.jpg,267,filler147,filler,147,unmodified,
10,condition1,hairclip_big.jpg,contrast,Click on the small bird,.loc3,.loc4,.loc2,.loc1,good,"['loc4', 'loc1', 'loc1']","[511, 1346, 1851]",trophy_small.jpg,bird_big.jpg,bird_big.jpg,bird_small.jpg,10,test10,test,148,modified,
10,condition1,pingpong_big.jpg,contrast_control,Click on the dolphin,.loc3,.loc4,.loc1,.loc2,good,"['loc1', 'loc2']","[444, 1643]",pingpong_small.jpg,dolphin_big.jpg,magnifyingglass_big.jpg,dolphin_small.jpg,202,filler82,filler,149,unmodified,
10,condition1,bandage_big.jpg,contrast,Click on the small nut,.loc4,.loc1,.loc2,.loc3,good,"['loc2', 'loc3', 'loc3']","[419, 1455, 1768]",axe_small.jpg,spotlight_big.jpg,nut_big.jpg,nut_small.jpg,64,train24,train,150,modified,
10,condition1,birdcage_big.jpg,semantic_contrast,Click on the black shorts,.loc3,.loc1,.loc2,.loc4,good,"['loc4', 'loc4', 'loc4']","[1657, 3594, 4068]",thermos_small.jpg,zucchini.jpg,shorts_blue.jpg,shorts_black.jpg,175,filler55,filler,151,modified,
10,condition1,hookah_big.jpg,contrast_control,Click on the panda,.loc3,.loc2,.loc1,.loc4,good,"['loc2', 'loc2']","[1510, 1940]",hookah_small.jpg,panda_small.jpg,brooch_small.jpg,panda_big.jpg,221,filler101,filler,152,unmodified,
10,condition1,vacuum_handheld.jpg,semantic_control,Click on the pig,.loc3,.loc2,.loc1,.loc4,good,"['loc3', 'loc4']","[1773, 2653]",vacuum_standing.jpg,pig_small.jpg,toytrain_small.jpg,pig_big.jpg,291,filler171,filler,153,unmodified,
10,condition1,stove_big.jpg,contrast_control,Click on the gun,.loc1,.loc2,.loc4,.loc3,good,"['loc4', 'loc3']","[552, 1299]",stove_small.jpg,gun_small.jpg,bush_small.jpg,gun_big.jpg,223,filler103,filler,154,unmodified,
10,condition1,floppy_big.jpg,contrast_control,Click on the mug,.loc4,.loc2,.loc1,.loc3,good,"['loc3', 'loc3']","[543, 2164]",floppy_small.jpg,mug_small.jpg,compass_small.jpg,mug_big.jpg,193,filler73,filler,155,unmodified,
10,condition1,celery_big.jpg,semantic_contrast,Click on the electric kettle,.loc4,.loc2,.loc1,.loc3,good,"['loc3', 'loc3', 'loc3']","[1370, 2708, 3051]",loofa_small.jpg,frenchtoast.jpg,kettle_stovetop.jpg,kettle_electric.jpg,139,filler19,filler,156,modified,
10,condition1,wheelbarrow_blue.jpg,semantic_control,Click on the teepee,.loc1,.loc3,.loc4,.loc2,good,"['loc3', 'loc2']","[676, 1548]",wheelbarrow_red.jpg,teepee_small.jpg,manatee_small.jpg,teepee_big.jpg,259,filler139,filler,157,unmodified,
10,condition1,artichoke_big.jpg,contrast_control,Click on the microscope,.loc2,.loc1,.loc3,.loc4,good,"['loc2', 'loc4']","[662, 1711]",artichoke_small.jpg,microscope_big.jpg,plastichouse_big.jpg,microscope_small.jpg,210,filler90,filler,158,unmodified,
10,condition1,gardeningpail_big.jpg,contrast_control,Click on the microwave,.loc3,.loc4,.loc1,.loc2,good,"['loc4', 'loc2']","[950, 2320]",gardeningpail_small.jpg,microwave_small.jpg,wavevase_small.jpg,microwave_big.jpg,195,filler75,filler,159,unmodified,
10,condition1,grenade_big.jpg,semantic_contrast,Click on the wrapped candy,.loc1,.loc2,.loc4,.loc3,good,"['loc2', 'loc3', 'loc3']","[747, 2476, 2871]",sandal_small.jpg,seal.jpg,candy_unwrapped.jpg,candy_wrapped.jpg,167,filler47,filler,160,modified,
10,condition1,candleholder_big.jpg,contrast_control,Click on the cake,.loc4,.loc3,.loc1,.loc2,good,"['loc1', 'loc2']","[919, 1650]",candleholder_small.jpg,cake_big.jpg,speaker_big.jpg,cake_small.jpg,182,filler62,filler,161,unmodified,
10,condition1,tambourine_big.jpg,contrast_control,Click on the basket,.loc1,.loc3,.loc4,.loc2,good,"['loc2', 'loc2']","[545, 1658]",tambourine_small.jpg,basket_small.jpg,toyhammer_small.jpg,basket_big.jpg,209,filler89,filler,162,unmodified,
10,condition1,candycanes_big.jpg,contrast,Click on the small snail,.loc4,.loc1,.loc3,.loc2,good,"['loc2', 'loc2', 'loc2']","[443, 1433, 1760]",radish_small.jpg,alien_big.jpg,snail_big.jpg,snail_small.jpg,76,train36,train,163,modified,
10,condition1,pig_big.jpg,no_contrast,Click on the fork,.loc2,.loc1,.loc4,.loc3,good,"['loc2', 'loc3']","[451, 2040]",blender_small.jpg,fork_big.jpg,wallet_big.jpg,fork_small.jpg,111,train71,train,164,unmodified,
10,condition1,magnifyingglass_big.jpg,no_contrast,Click on the schoolbus,.loc3,.loc4,.loc2,.loc1,good,"['loc3', 'loc1']","[606, 1548]",package_small.jpg,schoolbus_small.jpg,snail_small.jpg,schoolbus_big.jpg,116,train76,train,165,unmodified,
10,condition1,greentape_big.jpg,semantic_contrast,Click on the green lightbulb,.loc4,.loc1,.loc2,.loc3,good,"['loc1', 'loc3', 'loc3']","[693, 2101, 2857]",redbean_small.jpg,russiandoll.jpg,lightbulb_white.jpg,lightbulb_green.jpg,164,filler44,filler,166,modified,
10,condition1,brochette_big.jpg,contrast,Click on the small necklace,.loc1,.loc2,.loc4,.loc3,good,"['loc3', 'loc3', 'loc3']","[1144, 1642, 2165]",kazoo_small.jpg,matzah_big.jpg,necklace_big.jpg,necklace_small.jpg,72,train32,train,167,modified,
10,condition1,golfcart_big.jpg,semantic_contrast,Click on the round cracker,.loc1,.loc4,.loc3,.loc2,good,"['loc3', 'loc2', 'loc2']","[567, 1571, 1992]",manatee_small.jpg,grillpan.jpg,cracker_square.jpg,cracker_round.jpg,141,filler21,filler,168,modified,
10,condition1,stapler_big.jpg,contrast,Click on the big pickle,.loc4,.loc1,.loc3,.loc2,good,"['loc2', 'loc2', 'loc2']","[536, 1323, 1751]",tennisball_small.jpg,pickle_small.jpg,pickle_small.jpg,pickle_big.jpg,1,test1,test,169,modified,
10,condition1,tape_big.jpg,no_contrast,Click on the big bunny,.loc2,.loc4,.loc1,.loc3,good,"['loc2', 'loc2', 'loc3']","[543, 1291, 2069]",lightbulb_small.jpg,fish_small.jpg,fish_small.jpg,bunny_big.jpg,37,test37,test,170,modified,
10,condition1,string_jute.jpg,semantic_control,Click on the tank,.loc2,.loc1,.loc3,.loc4,good,"['loc3', 'loc1']","[482, 1424]",string_white.jpg,tank_big.jpg,kimono_big.jpg,tank_small.jpg,270,filler150,filler,171,unmodified,
10,condition1,deer_big.jpg,contrast,Click on the big rope,.loc1,.loc4,.loc3,.loc2,good,"['loc4', 'loc2', 'loc2']","[965, 1814, 2405]",stampset_small.jpg,ironingboard_small.jpg,rope_small.jpg,rope_big.jpg,51,train11,train,172,modified,
10,condition1,crown_big.jpg,contrast,Click on the small mask,.loc2,.loc4,.loc3,.loc1,good,"['loc2', 'loc4', 'loc1']","[498, 2171, 2793]",brain_small.jpg,holepunch_big.jpg,mask_big.jpg,mask_small.jpg,42,train2,train,173,modified,
10,condition1,yoyo_big.jpg,contrast_control,Click on the dart,.loc3,.loc4,.loc2,.loc1,good,"['loc1', 'loc1']","[551, 1603]",yoyo_small.jpg,dart_big.jpg,creamer_big.jpg,dart_small.jpg,230,filler110,filler,174,unmodified,
10,condition1,button_big.jpg,contrast,Click on the big alarmclock,.loc1,.loc4,.loc2,.loc3,good,"['loc1', 'loc1', 'loc3']","[498, 1758, 2778]",artichoke_small.jpg,earth_small.jpg,alarmclock_small.jpg,alarmclock_big.jpg,61,train21,train,175,modified,
10,condition1,broom_big.jpg,contrast_control,Click on the stapler,.loc1,.loc4,.loc2,.loc3,good,"['loc3', 'loc3']","[584, 1814]",broom_small.jpg,stapler_small.jpg,lacrosse_small.jpg,stapler_big.jpg,181,filler61,filler,176,unmodified,
10,condition1,greenbean_big.jpg,no_contrast,Click on the flashlight,.loc3,.loc2,.loc4,.loc1,good,"['loc3', 'loc1']","[576, 11054]",hourglass_small.jpg,flashlight_big.jpg,door_big.jpg,flashlight_small.jpg,89,train49,train,177,unmodified,
10,condition1,anchor_big.jpg,contrast_control,Click on the bill,.loc3,.loc4,.loc1,.loc2,good,"['loc2', 'loc2']","[832, 9404]",anchor_small.jpg,bill_small.jpg,babycup_small.jpg,bill_big.jpg,213,filler93,filler,178,unmodified,
10,condition1,wreath_big.jpg,contrast_control,Click on the kangaroo,.loc3,.loc2,.loc4,.loc1,good,"['loc2', 'loc1']","[538, 1814]",wreath_small.jpg,kangaroo_big.jpg,ghost_big.jpg,kangaroo_small.jpg,238,filler118,filler,179,unmodified,
10,condition1,basket_big.jpg,no_contrast,Click on the small feather,.loc4,.loc2,.loc3,.loc1,good,"['loc2', 'loc3', 'loc1']","[918, 3525, 4936]",washer_small.jpg,pear_big.jpg,pear_big.jpg,feather_small.jpg,29,test29,test,180,modified,
10,condition1,laundrybasket_red.jpg,semantic_control,Click on the crib,.loc4,.loc2,.loc1,.loc3,good,"['loc1', 'loc3']","[551, 6079]",laundrybasket_white.jpg,crib_big.jpg,bootie_big.jpg,crib_small.jpg,248,filler128,filler,181,unmodified,
10,condition1,shapestoy_big.jpg,no_contrast,Click on the big tuxedo,.loc4,.loc3,.loc1,.loc2,good,"['loc3', 'loc2', 'loc2']","[536, 1347, 1869]",pillow_small.jpg,cookie_small.jpg,cookie_small.jpg,tuxedo_big.jpg,24,test24,test,182,modified,
10,condition1,feather_gold.jpg,semantic_control,Click on the telescope,.loc1,.loc4,.loc2,.loc3,good,"['loc2', 'loc3']","[498, 1611]",feather_blue.jpg,telescope_small.jpg,thermos_small.jpg,telescope_big.jpg,289,filler169,filler,183,unmodified,
10,condition1,turkey_big.jpg,semantic_contrast,Click on the electric guitar,.loc3,.loc4,.loc1,.loc2,good,"['loc3', 'loc2', 'loc2']","[599, 1386, 2584]",horseshoe_small.jpg,cardinal.jpg,guitar_classic.jpg,guitar_electric.jpg,124,filler4,filler,184,modified,
10,condition1,measuringtape_big.jpg,semantic_contrast,Click on the open box,.loc4,.loc1,.loc3,.loc2,good,"['loc2', 'loc2', 'loc2']","[482, 1037, 1394]",screw_small.jpg,skeleton.jpg,box_closed.jpg,box_open.jpg,168,filler48,filler,185,modified,
10,condition1,ostrich_big.jpg,no_contrast,Click on the buffalo,.loc1,.loc3,.loc2,.loc4,good,"['loc2', 'loc4']","[707, 1899]",potato_small.jpg,buffalo_small.jpg,mask_small.jpg,buffalo_big.jpg,82,train42,train,186,unmodified,
10,condition1,lizard_big.jpg,contrast,Click on the big briefcase,.loc1,.loc3,.loc4,.loc2,good,"['loc4', 'loc2', 'loc2']","[566, 1424, 1922]",carseat_small.jpg,calculator_small.jpg,briefcase_small.jpg,briefcase_big.jpg,45,train5,train,187,modified,
10,condition1,lawnmower_big.jpg,semantic_contrast,Click on the glass bottle,.loc4,.loc1,.loc3,.loc2,good,"['loc2', 'loc2', 'loc2']","[474, 1308, 1823]",paintroller_small.jpg,gardeningpail.jpg,bottle_plastic.jpg,bottle_glass.jpg,150,filler30,filler,188,modified,
10,condition1,coffeemaker_orange.jpg,semantic_control,Click on the button,.loc1,.loc2,.loc3,.loc4,good,"['loc2', 'loc4']","[535, 1617]",coffeemaker_blue.jpg,button_small.jpg,congadrum_small.jpg,button_big.jpg,241,filler121,filler,189,unmodified,
